intensity,name,signal,start_date,start_time,end_date,end_time,duration
颱風,無名,1,1958/08/05,22:30 夏,1958/08/06,09:45 夏,11 15
颱風,無名,3,1958/08/06,09:45 夏,1958/08/09,05:30 夏,67 45
熱帶低氣壓,無名,1,1958/09/01,16:25 夏,1958/09/02,02:00 夏,09 35
熱帶風暴,無名,1,1958/09/08,22:20 夏,1958/09/09,10:25 夏,12 05
熱帶風暴,無名,3,1958/09/09,10:25 夏,1958/09/11,08:20 夏,45 55
熱帶風暴,無名,1,1958/09/29,10:05 夏,1958/09/29,22:15 夏,12 10
熱帶風暴,無名,3,1958/09/29,22:15 夏,1958/09/30,07:30 夏,09 15
熱帶風暴,葦黛,1,1959/07/05,22:20 夏,1959/07/06,11:00 夏,12 40
熱帶風暴,娜拉,3,1959/09/10,11:05 夏,1959/09/11,11:00 夏,23 55
颱風,瑪麗,1,1960/06/04,15:55 夏,1960/06/04,19:05 夏,03 10
颱風,瑪麗,3,1960/06/04,19:05 夏,1960/06/06,21:40 夏,50 35
颱風,瑪麗,8 東北,1960/06/06,21:40 夏,1960/06/08,09:15 夏,35 35
颱風,瑪麗,8 東南,1960/06/08,09:15 夏,1960/06/09,01:07 夏,15 52
颱風,瑪麗,9,1960/06/09,01:07 夏,1960/06/09,03:30 夏,02 23
颱風,瑪麗,10,1960/06/09,03:30 夏,1960/06/09,12:40 夏,09 10
颱風,瑪麗,8 西南,1960/06/09,12:40 夏,1960/06/09,16:30 夏,03 50
颱風,瑪麗,3,1960/06/09,16:30 夏,1960/06/09,23:20 夏,06 50
颱風,奧麗芙,1,1960/06/28,09:50 夏,1960/06/28,11:45 夏,01 55
颱風,奧麗芙,3,1960/06/28,11:45 夏,1960/06/29,06:45 夏,19 00
颱風,奧麗芙,8 東北,1960/06/29,06:45 夏,1960/06/29,09:30 夏,02 45
颱風,奧麗芙,8 東南,1960/06/29,09:30 夏,1960/06/29,22:30 夏,13 00
颱風,奧麗芙,8 西南,1960/06/29,22:30 夏,1960/06/30,05:30 夏,07 00
颱風,奧麗芙,3,1960/06/30,05:30 夏,1960/06/30,09:15 夏,03 45
熱帶風暴,無名,1,1960/08/02,15:25 夏,1960/08/03,06:45 夏,15 20
颱風(超強颱風),戴莉斯,1,1960/08/08,23:00 夏,1960/08/09,18:50 夏,19 50
熱帶風暴,愛娜斯,1,1960/08/14,22:15 夏,1960/08/15,09:45 夏,11 30
熱帶風暴,愛娜斯,3,1960/08/15,09:45 夏,1960/08/15,22:15 夏,12 30
熱帶風暴,愛娜斯,1,1960/08/15,22:15 夏,1960/08/16,09:40 夏,11 25
颱風,伊蘭,1,1960/08/20,11:30 夏,1960/08/22,06:00 夏,42 30
颱風,伊蘭,1,1960/08/24,16:45 夏,1960/08/25,11:30 夏,18 45
熱帶低氣壓,艾瑪,1,1960/09/18,23:20 夏,1960/09/19,12:20 夏,13 00
熱帶低氣壓,艾瑪,3,1960/09/19,12:20 夏,1960/09/20,08:00 夏,19 40
颱風,吉蒂,1,1960/10/09,07:25 夏,1960/10/09,23:30 夏,16 05
颱風,吉蒂,3,1960/10/09,23:30 夏,1960/10/12,06:00 夏,54 30
颱風,露娜,1,1960/10/15,10:30 夏,1960/10/16,09:10 夏,22 40
颱風,愛麗斯,1,1961/05/18,16:00 夏,1961/05/18,18:40 夏,02 40
颱風,愛麗斯,3,1961/05/18,18:40 夏,1961/05/19,05:50 夏,11 10
颱風,愛麗斯,8 東北,1961/05/19,05:50 夏,1961/05/19,08:35 夏,02 45
颱風,愛麗斯,9,1961/05/19,08:35 夏,1961/05/19,10:30 夏,01 55
颱風,愛麗斯,10,1961/05/19,10:30 夏,1961/05/19,13:00 夏,02 30
颱風,愛麗斯,8 西南,1961/05/19,13:00 夏,1961/05/19,19:30 夏,06 30
颱風,愛麗斯,3,1961/05/19,19:30 夏,1961/05/20,02:00 夏,06 30
熱帶風暴,桃麗斯,1,1961/07/01,13:10 夏,1961/07/01,19:30 夏,06 20
熱帶風暴,桃麗斯,3,1961/07/01,19:30 夏,1961/07/02,22:40 夏,27 10
颱風,愛茜,1,1961/07/14,12:15 夏,1961/07/15,11:15 夏,23 00
熱帶風暴,霍蘿茜,1,1961/07/19,06:40 夏,1961/07/19,15:45 夏,09 05
熱帶風暴,霍蘿茜,3,1961/07/19,15:45 夏,1961/07/19,22:40 夏,06 55
強烈熱帶風暴,奧嘉,1,1961/09/08,12:45 夏,1961/09/08,17:15 夏,04 30
強烈熱帶風暴,奧嘉,3,1961/09/08,17:15 夏,1961/09/09,17:45 夏,24 30
強烈熱帶風暴,奧嘉,8 西北,1961/09/09,17:45 夏,1961/09/10,02:35 夏,08 50
強烈熱帶風暴,奧嘉,8 西南,1961/09/10,02:35 夏,1961/09/10,08:10 夏,05 35
強烈熱帶風暴,奧嘉,3,1961/09/10,08:10 夏,1961/09/10,13:10 夏,05 00
颱風,莎莉,1,1961/09/28,16:30 夏,1961/09/28,23:30 夏,07 00
颱風,莎莉,3,1961/09/28,23:30 夏,1961/09/30,06:30 夏,31 00
熱帶低氣壓,無名,1,1962/07/10,22:45 夏,1962/07/11,16:30 夏,17 45
颱風,姬蒂,1,1962/07/20,10:45 夏,1962/07/22,23:10 夏,60 25
颱風(超強颱風),溫黛,1,1962/08/30,19:45 夏,1962/08/31,16:10 夏,20 25
颱風(超強颱風),溫黛,3,1962/08/31,16:10 夏,1962/08/31,22:50 夏,06 40
颱風(超強颱風),溫黛,8 東北,1962/08/31,22:50 夏,1962/09/01,04:15 夏,05 25
颱風(超強颱風),溫黛,9,1962/09/01,04:15 夏,1962/09/01,06:15 夏,02 00
颱風(超強颱風),溫黛,10,1962/09/01,06:15 夏,1962/09/01,14:15 夏,08 00
颱風(超強颱風),溫黛,8 西南,1962/09/01,14:15 夏,1962/09/01,19:05 夏,04 50
颱風(超強颱風),溫黛,3,1962/09/01,19:05 夏,1962/09/02,00:45 夏,05 40
颱風(強颱風),戴娜,1,1962/10/03,08:00 夏,1962/10/03,10:30 夏,02 30
颱風(強颱風),戴娜,3,1962/10/03,10:30 夏,1962/10/04,11:00 夏,24 30
颱風,戴莉斯,1,1963/06/28,23:30 夏,1963/06/29,22:30 夏,23 00
颱風,戴莉斯,3,1963/06/29,22:30 夏,1963/07/01,07:35 夏,33 05
颱風,愛娜斯,1,1963/07/21,10:55 夏,1963/07/21,18:55 夏,08 00
颱風,愛娜斯,3,1963/07/21,18:55 夏,1963/07/22,16:10 夏,21 15
颱風(超強颱風),嘉曼,1,1963/08/15,06:45 夏,1963/08/15,12:10 夏,05 25
颱風(超強颱風),嘉曼,3,1963/08/15,12:10 夏,1963/08/16,13:00 夏,24 50
颱風(超強颱風),菲爾,1,1963/09/05,11:00 夏,1963/09/06,05:00 夏,18 00
颱風(超強颱風),菲爾,3,1963/09/06,05:00 夏,1963/09/06,12:15 夏,07 15
颱風(超強颱風),菲爾,8 東北,1963/09/06,12:15 夏,1963/09/07,05:30 夏,17 15
颱風(超強颱風),菲爾,3,1963/09/07,05:30 夏,1963/09/07,23:15 夏,17 45
颱風,維奧娜,1,1964/05/26,07:00 夏,1964/05/27,02:30 夏,19 30
颱風,維奧娜,3,1964/05/27,02:30 夏,1964/05/27,15:15 夏,12 45
颱風,維奧娜,8 東北,1964/05/27,15:15 夏,1964/05/28,04:55 夏,13 40
颱風,維奧娜,8 東南,1964/05/28,04:55 夏,1964/05/28,15:05 夏,10 10
颱風,維奧娜,3,1964/05/28,15:05 夏,1964/05/29,07:00 夏,15 55
颱風(強颱風),芸妮,1,1964/06/30,22:50 夏,1964/07/01,08:15 夏,09 25
颱風(強颱風),芸妮,3,1964/07/01,08:15 夏,1964/07/03,14:10 夏,53 55
颱風(超強颱風),艾黛,1,1964/08/07,16:45 夏,1964/08/08,11:30 夏,18 45
颱風(超強颱風),艾黛,3,1964/08/08,11:30 夏,1964/08/08,16:15 夏,04 45
颱風(超強颱風),艾黛,8 東北,1964/08/08,16:15 夏,1964/08/08,20:55 夏,04 40
颱風(超強颱風),艾黛,9,1964/08/08,20:55 夏,1964/08/09,00:30 夏,03 35
颱風(超強颱風),艾黛,8 東南,1964/08/09,00:30 夏,1964/08/09,03:40 夏,03 10
颱風(超強颱風),艾黛,8 西南,1964/08/09,03:40 夏,1964/08/09,11:35 夏,07 55
颱風(超強颱風),艾黛,3,1964/08/09,11:35 夏,1964/08/09,14:00 夏,02 25
颱風(超強颱風),露比,1,1964/09/04,06:15 夏,1964/09/05,02:35 夏,20 20
颱風(超強颱風),露比,3,1964/09/05,02:35 夏,1964/09/05,07:00 夏,04 25
颱風(超強颱風),露比,8 東北,1964/09/05,07:00 夏,1964/09/05,10:30 夏,03 30
颱風(超強颱風),露比,9,1964/09/05,10:30 夏,1964/09/05,11:40 夏,01 10
颱風(超強颱風),露比,10,1964/09/05,11:40 夏,1964/09/05,15:35 夏,03 55
颱風(超強颱風),露比,8 東南,1964/09/05,15:35 夏,1964/09/05,21:50 夏,06 15
颱風(超強颱風),露比,3,1964/09/05,21:50 夏,1964/09/06,00:50 夏,03 00
颱風(超強颱風),莎莉,1,1964/09/09,11:00 夏,1964/09/10,02:00 夏,15 00
颱風(超強颱風),莎莉,3,1964/09/10,02:00 夏,1964/09/10,10:30 夏,08 30
颱風(超強颱風),莎莉,8 東北,1964/09/10,10:30 夏,1964/09/10,16:40 夏,06 10
颱風(超強颱風),莎莉,8 西北,1964/09/10,16:40 夏,1964/09/10,23:30 夏,06 50
颱風(超強颱風),莎莉,8 西南,1964/09/10,23:30 夏,1964/09/11,03:20 夏,03 50
颱風(超強颱風),莎莉,3,1964/09/11,03:20 夏,1964/09/11,05:10 夏,01 50
颱風(強颱風),桃麗達,1,1964/09/15,04:40 夏,1964/09/16,15:45 夏,35 05
颱風(強颱風),桃麗達,3,1964/09/16,15:45 夏,1964/09/17,15:30 夏,23 45
颱風(強颱風),桃麗達,1,1964/09/17,15:30 夏,1964/09/21,21:40 夏,102 10
熱帶風暴,比麗,1,1964/09/30,10:55 夏,1964/09/30,15:15 夏,04 20
熱帶風暴,比麗,3,1964/09/30,15:15 夏,1964/10/01,12:10 夏,20 55
颱風,嘉麗,1,1964/10/06,16:00 夏,1964/10/06,19:15 夏,03 15
颱風,嘉麗,3,1964/10/06,19:15 夏,1964/10/07,18:00 夏,22 45
颱風,黛蒂,1,1964/10/10,11:15 夏,1964/10/11,19:10 夏,31 55
颱風,黛蒂,3,1964/10/11,19:10 夏,1964/10/12,13:10 夏,18 00
颱風,黛蒂,8 東北,1964/10/12,13:10 夏,1964/10/13,01:30 夏,12 20
颱風,黛蒂,9,1964/10/13,01:30 夏,1964/10/13,04:00 夏,02 30
颱風,黛蒂,10,1964/10/13,04:00 夏,1964/10/13,12:15 夏,08 15
颱風,黛蒂,8 西南,1964/10/13,12:15 夏,1964/10/13,15:15 夏,03 00
颱風,黛蒂,3,1964/10/13,15:15 夏,1964/10/13,18:25 夏,03 10
熱帶風暴,喬治亞,1,1964/10/22,22:30 夏,1964/10/23,12:00 夏,13 30
強烈熱帶風暴,貝貝,1,1965/06/03,16:00 夏,1965/06/04,17:05 夏,25 05
颱風(超強颱風),法妮黛,1,1965/07/14,07:35 夏,1965/07/14,15:45 夏,08 10
颱風(超強颱風),法妮黛,3,1965/07/14,15:45 夏,1965/07/14,22:10 夏,06 25
颱風(超強颱風),法妮黛,8 東北,1965/07/14,22:10 夏,1965/07/15,03:20 夏,05 10
颱風(超強颱風),法妮黛,8 東南,1965/07/15,03:20 夏,1965/07/15,06:30 夏,03 10
颱風(超強颱風),法妮黛,3,1965/07/15,06:30 夏,1965/07/15,14:05 夏,07 35
颱風(強颱風),夏麗,1,1965/07/26,10:15 夏,1965/07/27,04:15 夏,18 00
颱風(強颱風),露絲,1,1965/09/03,11:00 夏,1965/09/04,14:40 夏,27 40
颱風(強颱風),露絲,3,1965/09/04,14:40 夏,1965/09/05,06:30 夏,15 50
熱帶風暴,愛娜斯,1,1965/09/26,10:45 夏,1965/09/26,16:30 夏,05 45
熱帶風暴,愛娜斯,3,1965/09/26,16:30 夏,1965/09/28,06:25 夏,37 55
熱帶風暴,伊蘭,1,1965/11/09,23:45,1965/11/10,11:35,11 50
熱帶風暴,伊蘭,3,1965/11/10,11:35,1965/11/11,06:45,19 10
熱帶風暴,伊蘭,1,1965/11/11,06:45,1965/11/11,19:30,12 45
熱帶風暴,伊蘭,3,1965/11/11,19:30,1965/11/13,06:40,35 10
強烈熱帶風暴,珠蒂,1,1966/05/28,06:00 夏,1966/05/28,17:00 夏,11 00
強烈熱帶風暴,珠蒂,3,1966/05/28,17:00 夏,1966/05/30,06:00 夏,37 00
強烈熱帶風暴,露娜,1,1966/07/12,14:50 夏,1966/07/12,23:30 夏,08 40
強烈熱帶風暴,露娜,3,1966/07/12,23:30 夏,1966/07/13,19:05 夏,19 35
強烈熱帶風暴,露娜,8 東北,1966/07/13,19:05 夏,1966/07/13,21:40 夏,02 35
強烈熱帶風暴,露娜,8 東南,1966/07/13,21:40 夏,1966/07/14,03:30 夏,05 50
強烈熱帶風暴,露娜,3,1966/07/14,03:30 夏,1966/07/14,08:15 夏,04 45
強烈熱帶風暴,瑪媚,1,1966/07/16,19:00 夏,1966/07/17,06:00 夏,11 00
強烈熱帶風暴,瑪媚,3,1966/07/17,06:00 夏,1966/07/17,07:00 夏,01 00
強烈熱帶風暴,瑪媚,8 東北,1966/07/17,07:00 夏,1966/07/17,18:20 夏,11 20
強烈熱帶風暴,瑪媚,8 東南,1966/07/17,18:20 夏,1966/07/17,20:15 夏,01 55
強烈熱帶風暴,奧娜,1,1966/07/24,16:50 夏,1966/07/24,20:10 夏,03 20
強烈熱帶風暴,奧娜,3,1966/07/24,20:10 夏,1966/07/26,21:15 夏,49 05
強烈熱帶風暴,蘇姍,1,1966/08/14,13:10 夏,1966/08/15,20:30 夏,31 20
颱風(超強颱風),愛茜,1,1966/09/12,16:15 夏,1966/09/16,06:30 夏,86 15
颱風(超強颱風),維奧莉,1,1967/04/09,12:00,1967/04/10,09:00,21 00
強烈熱帶風暴,安妮黛,1,1967/06/29,16:10 夏,1967/06/30,11:05 夏,18 55
強烈熱帶風暴,法蘭,1,1967/07/30,16:30 夏,1967/07/31,10:30 夏,18 00
強烈熱帶風暴,法蘭,1,1967/08/02,07:25 夏,1967/08/02,19:25 夏,12 00
熱帶風暴,愛莉斯,1,1967/08/15,08:00 夏,1967/08/15,10:15 夏,02 15
熱帶風暴,愛莉斯,3,1967/08/15,10:15 夏,1967/08/17,06:45 夏,44 30
強烈熱帶風暴,姬蒂,1,1967/08/20,04:20 夏,1967/08/20,07:30 夏,03 10
強烈熱帶風暴,姬蒂,3,1967/08/20,07:30 夏,1967/08/21,11:40 夏,28 10
強烈熱帶風暴,姬蒂,8 東北,1967/08/21,11:40 夏,1967/08/21,17:25 夏,05 45
強烈熱帶風暴,姬蒂,8 東南,1967/08/21,17:25 夏,1967/08/22,02:25 夏,09 00
強烈熱帶風暴,姬蒂,3,1967/08/22,02:25 夏,1967/08/22,09:45 夏,07 20
颱風(超強颱風),瑪琪,1,1967/08/29,10:50 夏,1967/08/30,19:30 夏,32 40
颱風(超強颱風),嘉娜,3,1967/10/17,09:45 夏,1967/10/18,23:15 夏,37 30
颱風(超強颱風),嘉娜,8 東北,1967/10/18,23:15 夏,1967/10/19,12:20 夏,13 05
颱風(超強颱風),嘉娜,3,1967/10/19,12:20 夏,1967/10/20,06:10 夏,17 50
颱風(超強颱風),愛瑪,1,1967/11/05,10:10,1967/11/07,06:10,44 00
颱風(超強颱風),愛瑪,3,1967/11/07,06:10,1967/11/08,06:10,24 00
颱風,妮艼,1,1968/07/26,09:40 夏,1968/07/26,16:15 夏,06 35
颱風,妮艼,3,1968/07/26,16:15 夏,1968/07/27,11:00 夏,18 45
颱風,妮艼,1,1968/07/27,11:00 夏,1968/07/28,17:30 夏,30 30
強烈熱帶風暴,露絲,1,1968/08/11,07:45 夏,1968/08/11,16:45 夏,09 00
強烈熱帶風暴,露絲,3,1968/08/11,16:45 夏,1968/08/12,08:50 夏,16 05
颱風,雪麗,1,1968/08/20,06:10 夏,1968/08/20,18:15 夏,12 05
颱風,雪麗,3,1968/08/20,18:15 夏,1968/08/21,06:00 夏,11 45
颱風,雪麗,8 東北,1968/08/21,06:00 夏,1968/08/21,14:40 夏,08 40
颱風,雪麗,9,1968/08/21,14:40 夏,1968/08/21,16:10 夏,01 30
颱風,雪麗,10,1968/08/21,16:10 夏,1968/08/21,23:45 夏,07 35
颱風,雪麗,8 西南,1968/08/21,23:45 夏,1968/08/22,05:25 夏,05 40
颱風,雪麗,3,1968/08/22,05:25 夏,1968/08/22,12:10 夏,06 45
強烈熱帶風暴,比絲,1,1968/08/31,18:00 夏,1968/08/31,22:30 夏,04 30
強烈熱帶風暴,比絲,3,1968/08/31,22:30 夏,1968/09/03,22:15 夏,71 45
颱風(超強颱風),芸蒂,1,1968/09/07,15:00 夏,1968/09/07,22:50 夏,07 50
颱風(超強颱風),芸蒂,3,1968/09/07,22:50 夏,1968/09/08,15:25 夏,16 35
颱風(超強颱風),伊蘭,1,1968/09/29,07:25 夏,1968/09/29,19:45 夏,12 20
颱風(超強颱風),伊蘭,3,1968/09/29,19:45 夏,1968/10/01,14:00 夏,42 15
颱風(超強颱風),維奧娜,1,1969/07/27,13:45 夏,1969/07/27,21:50 夏,08 05
颱風(超強颱風),維奧娜,3,1969/07/27,21:50 夏,1969/07/28,12:00 夏,14 10
颱風(超強颱風),維奧娜,3,1969/07/28,18:25 夏,1969/07/29,15:10 夏,20 45
熱帶低氣壓,無名,1,1969/09/08,16:25 夏,1969/09/09,22:30 夏,30 05
颱風(超強颱風),愛茜,1,1969/09/27,12:00 夏,1969/09/28,06:25 夏,18 25
強烈熱帶風暴,霍蘿茜,1,1969/10/01,16:15 夏,1969/10/02,11:00 夏,18 45
熱帶風暴,露比,1,1970/07/14,15:30 夏,1970/07/15,22:40 夏,31 10
熱帶風暴,露比,3,1970/07/15,22:40 夏,1970/07/16,05:45 夏,07 05
熱帶風暴,露比,8 東北,1970/07/16,05:45 夏,1970/07/16,10:30 夏,04 45
熱帶風暴,露比,8 西北,1970/07/16,10:30 夏,1970/07/16,12:00 夏,01 30
熱帶風暴,露比,8 西南,1970/07/16,12:00 夏,1970/07/16,14:30 夏,02 30
熱帶風暴,露比,3,1970/07/16,14:30 夏,1970/07/16,22:15 夏,07 45
熱帶低氣壓,無名,1,1970/08/02,12:00 夏,1970/08/02,17:30 夏,05 30
熱帶低氣壓,無名,3,1970/08/02,17:30 夏,1970/08/03,16:15 夏,22 45
熱帶風暴,維奧莉,1,1970/08/07,18:45 夏,1970/08/08,12:00 夏,17 15
熱帶風暴,維奧莉,3,1970/08/08,12:00 夏,1970/08/09,11:30 夏,23 30
颱風(超強颱風),喬治亞,1,1970/09/11,20:00 夏,1970/09/12,20:00 夏,24 00
颱風(超強颱風),喬治亞,3,1970/09/12,20:00 夏,1970/09/13,22:20 夏,26 20
颱風(超強颱風),喬治亞,8 東北,1970/09/13,22:20 夏,1970/09/14,04:00 夏,05 40
颱風(超強颱風),喬治亞,8 西北,1970/09/14,04:00 夏,1970/09/14,11:10 夏,07 10
颱風(超強颱風),喬治亞,3,1970/09/14,11:10 夏,1970/09/14,17:30 夏,06 20
颱風(強颱風),愛莉斯,1,1970/10/05,14:30 夏,1970/10/06,06:45 夏,16 15
颱風(強颱風),愛莉斯,3,1970/10/06,06:45 夏,1970/10/07,17:15 夏,34 30
颱風(強颱風),愛莉斯,1,1970/10/07,17:15 夏,1970/10/08,10:15 夏,17 00
颱風(超強颱風),鐘茵,3,1970/10/16,15:15 夏,1970/10/17,17:00 夏,25 45
颱風,戴娜,1,1971/05/28,06:00 夏,1971/05/29,08:20 夏,26 20
颱風,法妮黛,1,1971/06/16,12:15 夏,1971/06/16,23:10 夏,10 55
颱風,法妮黛,3,1971/06/16,23:10 夏,1971/06/17,10:20 夏,11 10
颱風,法妮黛,8 東北,1971/06/17,10:20 夏,1971/06/18,02:10 夏,15 50
颱風,法妮黛,8 東南,1971/06/18,02:10 夏,1971/06/18,06:15 夏,04 05
颱風,法妮黛,8 西南,1971/06/18,06:15 夏,1971/06/18,14:10 夏,07 55
颱風,法妮黛,3,1971/06/18,14:10 夏,1971/06/18,16:10 夏,02 00
颱風,潔黛,1,1971/06/26,20:30 夏,1971/06/27,05:30 夏,09 00
颱風,潔黛,3,1971/06/27,05:30 夏,1971/06/27,23:45 夏,18 15
颱風(超強颱風),夏麗,1,1971/07/05,05:40 夏,1971/07/05,17:10 夏,11 30
颱風(超強颱風),露茜,1,1971/07/21,00:30 夏,1971/07/21,15:45 夏,15 15
颱風(超強颱風),露茜,3,1971/07/21,15:45 夏,1971/07/22,03:00 夏,11 15
颱風(超強颱風),露茜,8 西北,1971/07/22,03:00 夏,1971/07/22,12:30 夏,09 30
颱風(超強颱風),露茜,8 西南,1971/07/22,12:30 夏,1971/07/22,16:10 夏,03 40
颱風(超強颱風),露茜,3,1971/07/22,16:10 夏,1971/07/23,02:35 夏,10 25
颱風(超強颱風),妮艼,1,1971/07/26,11:45 夏,1971/07/26,19:00 夏,07 15
颱風(超強颱風),妮艼,3,1971/07/26,19:00 夏,1971/07/27,09:35 夏,14 35
颱風(超強颱風),露絲,1,1971/08/14,17:00 夏,1971/08/16,05:05 夏,36 05
颱風(超強颱風),露絲,3,1971/08/16,05:05 夏,1971/08/16,09:50 夏,04 45
颱風(超強颱風),露絲,8 東北,1971/08/16,09:50 夏,1971/08/16,12:25 夏,02 35
颱風(超強颱風),露絲,8 東南,1971/08/16,12:25 夏,1971/08/16,21:10 夏,08 45
颱風(超強颱風),露絲,9,1971/08/16,21:10 夏,1971/08/16,22:50 夏,01 40
颱風(超強颱風),露絲,10,1971/08/16,22:50 夏,1971/08/17,04:40 夏,05 50
颱風(超強颱風),露絲,8 西南,1971/08/17,04:40 夏,1971/08/17,09:15 夏,04 35
颱風(超強颱風),露絲,3,1971/08/17,09:15 夏,1971/08/17,12:00 夏,02 45
颱風,黛娜,1,1971/09/28,07:20 夏,1971/09/28,12:10 夏,04 50
颱風,黛娜,3,1971/09/28,12:10 夏,1971/09/29,15:10 夏,27 00
颱風(強颱風),伊蘭,1,1971/10/07,06:50 夏,1971/10/07,21:30 夏,14 40
颱風(強颱風),伊蘭,3,1971/10/07,21:30 夏,1971/10/08,18:30 夏,21 00
熱帶低氣壓,無名,1,1972/06/10,14:30 夏,1972/06/11,09:40 夏,19 10
颱風,奧娜,1,1972/06/26,06:15 夏,1972/06/26,09:45 夏,03 30
颱風,奧娜,3,1972/06/26,09:45 夏,1972/06/27,09:25 夏,23 40
颱風,蘇姍,1,1972/07/08,11:15 夏,1972/07/09,22:15 夏,35 00
颱風,蘇姍,3,1972/07/09,22:15 夏,1972/07/11,10:30 夏,36 15
颱風,蘇姍,1,1972/07/11,10:30 夏,1972/07/11,21:35 夏,11 05
颱風,蘇姍,3,1972/07/11,21:35 夏,1972/07/12,06:40 夏,09 05
颱風,蘇姍,1,1972/07/13,05:20 夏,1972/07/13,07:10 夏,01 50
颱風,蘇姍,3,1972/07/13,07:10 夏,1972/07/14,10:10 夏,27 00
颱風,蘇姍,1,1972/07/14,10:10 夏,1972/07/15,06:20 夏,20 10
強烈熱帶風暴,柯娜,1,1972/08/25,23:00 夏,1972/08/28,13:30 夏,62 30
颱風(強颱風),柏美娜,1,1972/11/07,16:00,1972/11/07,20:10,04 10
颱風(強颱風),柏美娜,3,1972/11/07,20:10,1972/11/08,15:15,19 05
颱風(強颱風),柏美娜,8 東北,1972/11/08,15:15,1972/11/08,22:00,06 45
颱風(強颱風),柏美娜,8 東南,1972/11/08,22:00,1972/11/09,05:15,07 15
颱風(強颱風),柏美娜,3,1972/11/09,05:15,1972/11/09,07:05,01 50
熱帶風暴,葦黛,1,1973/07/01,10:30 夏,1973/07/03,06:15 夏,43 45
颱風,黛蒂,1,1973/07/14,19:50 夏,1973/07/15,06:15 夏,10 25
颱風,黛蒂,3,1973/07/15,06:15 夏,1973/07/16,15:00 夏,32 45
颱風,黛蒂,8 東北,1973/07/16,15:00 夏,1973/07/16,22:40 夏,07 40
颱風,黛蒂,9,1973/07/16,22:40 夏,1973/07/17,05:10 夏,06 30
颱風,黛蒂,8 西北,1973/07/17,05:10 夏,1973/07/17,11:10 夏,06 00
颱風,黛蒂,8 西南,1973/07/17,11:10 夏,1973/07/17,13:45 夏,02 35
颱風,黛蒂,3,1973/07/17,13:45 夏,1973/07/17,16:15 夏,02 30
颱風,喬治亞,1,1973/08/09,16:00 夏,1973/08/09,23:10 夏,07 10
颱風,喬治亞,3,1973/08/09,23:10 夏,1973/08/11,09:10 夏,34 00
熱帶風暴,鐘茵,1,1973/08/20,19:50 夏,1973/08/21,19:10 夏,23 20
熱帶風暴,姬蒂,1,1973/08/22,22:20 夏,1973/08/25,06:55 夏,56 35
強烈熱帶風暴,露爾斯,1,1973/09/03,16:00 夏,1973/09/05,10:15 夏,42 15
強烈熱帶風暴,露爾斯,3,1973/09/05,10:15 夏,1973/09/06,12:50 夏,26 35
颱風,瑪琪,1,1973/09/12,17:30 夏,1973/09/14,07:00 夏,37 30
颱風(超強颱風),娜拉,3,1973/10/08,16:15 夏,1973/10/10,05:50 夏,37 35
颱風,露芙,1,1973/10/16,18:00 夏,1973/10/17,07:15 夏,13 15
颱風,露芙,3,1973/10/17,07:15 夏,1973/10/18,09:40 夏,26 25
熱帶低氣壓,無名,1,1974/06/06,18:00 夏,1974/06/07,19:30 夏,25 30
熱帶低氣壓,無名,3,1974/06/07,19:30 夏,1974/06/08,08:15 夏,12 45
颱風,戴娜,1,1974/06/11,07:00 夏,1974/06/11,18:45 夏,11 45
颱風,戴娜,3,1974/06/11,18:45 夏,1974/06/13,18:15 夏,47 30
颱風(強颱風),艾菲,1,1974/07/21,07:10 夏,1974/07/21,13:15 夏,06 05
颱風(強颱風),艾菲,3,1974/07/21,13:15 夏,1974/07/23,05:45 夏,40 30
熱帶風暴,戴莉斯,1,1974/09/05,11:15 夏,1974/09/05,22:30 夏,11 15
熱帶風暴,戴莉斯,3,1974/09/05,22:30 夏,1974/09/06,10:15 夏,11 45
強烈熱帶風暴,芸蒂,1,1974/09/25,19:15 夏,1974/09/27,10:15 夏,39 00
颱風,比絲,1,1974/10/11,22:20 夏,1974/10/12,00:20 夏,02 00
颱風,比絲,3,1974/10/12,00:20 夏,1974/10/14,09:05 夏,56 45
颱風,嘉曼,1,1974/10/17,10:55 夏,1974/10/17,16:30 夏,05 35
颱風,嘉曼,3,1974/10/17,16:30 夏,1974/10/18,10:10 夏,17 40
颱風,嘉曼,8 東北,1974/10/18,10:10 夏,1974/10/19,04:30 夏,18 20
颱風,嘉曼,9,1974/10/19,04:30 夏,1974/10/19,11:00 夏,06 30
颱風,嘉曼,8 東南,1974/10/19,11:00 夏,1974/10/19,15:00 夏,04 00
颱風,嘉曼,3,1974/10/19,15:00 夏,1974/10/20,10:00,20 00
颱風,黛娜,1,1974/10/24,18:30,1974/10/26,09:15,38 45
颱風(強颱風),伊蘭,1,1974/10/28,17:00,1974/10/28,23:05,06 05
颱風(強颱風),伊蘭,3,1974/10/28,23:05,1974/10/30,10:10,35 05
颱風(強颱風),伊蘭,8 東北,1974/10/30,10:10,1974/10/30,20:10,10 00
颱風(強颱風),伊蘭,3,1974/10/30,20:10,1974/10/31,04:55,08 45
颱風(強颱風),伊蘭,1,1974/10/31,04:55,1974/10/31,15:30,10 35
颱風(超強颱風),姬羅莉亞,1,1974/11/07,15:15,1974/11/09,19:10,51 55
颱風(超強颱風),艾瑪,1,1974/12/01,12:45,1974/12/01,23:00,10 15
